,id,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,name
1006,1006,2013,1,2,815.0,825,-10.0,933.0,945,-12.0,MQ,4418,N853MQ,JFK,DCA,43.0,213,8,25,2013-01-02 08:00:00,Envoy Air
1007,1007,2013,1,2,817.0,630,107.0,1107.0,845,142.0,EV,4235,N16546,EWR,IND,132.0,645,6,30,2013-01-02 06:00:00,ExpressJet Airlines Inc.
1008,1008,2013,1,2,817.0,820,-3.0,1015.0,1007,8.0,9E,3521,N931XJ,JFK,ORD,143.0,740,8,20,2013-01-02 08:00:00,Endeavor Air Inc.
1009,1009,2013,1,2,817.0,810,7.0,931.0,925,6.0,AA,1838,N3BYAA,JFK,BOS,37.0,187,8,10,2013-01-02 08:00:00,American Airlines Inc.
1010,1010,2013,1,2,818.0,805,13.0,1044.0,1005,39.0,B6,219,N339JB,JFK,CLT,108.0,541,8,5,2013-01-02 08:00:00,JetBlue Airways
1011,1011,2013,1,2,818.0,820,-2.0,1130.0,1129,1.0,B6,181,N586JB,JFK,SAN,330.0,2446,8,20,2013-01-02 08:00:00,JetBlue Airways
1012,1012,2013,1,2,819.0,800,19.0,1127.0,1103,24.0,DL,1429,N3743H,JFK,LAS,336.0,2248,8,0,2013-01-02 08:00:00,Delta Air Lines Inc.
1013,1013,2013,1,2,820.0,827,-7.0,1117.0,1105,12.0,B6,611,N279JB,JFK,JAX,136.0,828,8,27,2013-01-02 08:00:00,JetBlue Airways
1014,1014,2013,1,2,820.0,820,0.0,1259.0,1310,-11.0,B6,717,N507JB,JFK,SJU,187.0,1598,8,20,2013-01-02 08:00:00,JetBlue Airways
1015,1015,2013,1,2,822.0,823,-1.0,1206.0,1135,31.0,UA,1218,N39728,EWR,DFW,259.0,1372,8,23,2013-01-02 08:00:00,United Air Lines Inc.
1016,1016,2013,1,2,822.0,823,-1.0,1142.0,1143,-1.0,UA,1067,N73259,EWR,LAX,343.0,2454,8,23,2013-01-02 08:00:00,United Air Lines Inc.
1017,1017,2013,1,2,825.0,810,15.0,1053.0,1030,23.0,FL,346,N895AT,LGA,ATL,127.0,762,8,10,2013-01-02 08:00:00,AirTran Airways Corporation
1018,1018,2013,1,2,825.0,830,-5.0,952.0,1015,-23.0,AA,313,N593AA,LGA,ORD,118.0,733,8,30,2013-01-02 08:00:00,American Airlines Inc.
1019,1019,2013,1,2,825.0,830,-5.0,1141.0,1157,-16.0,DL,1335,N376NW,LGA,RSW,169.0,1080,8,30,2013-01-02 08:00:00,Delta Air Lines Inc.
1020,1020,2013,1,2,826.0,830,-4.0,1012.0,1025,-13.0,AA,1855,N569AA,LGA,STL,146.0,888,8,30,2013-01-02 08:00:00,American Airlines Inc.
1021,1021,2013,1,2,826.0,829,-3.0,1034.0,1039,-5.0,DL,452,N336NB,EWR,MSP,163.0,1008,8,29,2013-01-02 08:00:00,Delta Air Lines Inc.
1022,1022,2013,1,2,827.0,751,36.0,1103.0,1015,48.0,EV,4160,N17185,EWR,OMA,198.0,1134,7,51,2013-01-02 07:00:00,ExpressJet Airlines Inc.
1023,1023,2013,1,2,827.0,835,-8.0,1120.0,1102,18.0,F9,835,N211FR,LGA,DEN,239.0,1620,8,35,2013-01-02 08:00:00,Frontier Airlines Inc.
1024,1024,2013,1,2,827.0,820,7.0,1315.0,1329,-14.0,DL,301,N670DN,JFK,SJU,188.0,1598,8,20,2013-01-02 08:00:00,Delta Air Lines Inc.
1025,1025,2013,1,2,827.0,835,-8.0,1059.0,1105,-6.0,MQ,4610,N0EGMQ,LGA,ATL,124.0,762,8,35,2013-01-02 08:00:00,Envoy Air
1026,1026,2013,1,2,828.0,830,-2.0,947.0,950,-3.0,EV,3845,N14998,EWR,ORF,61.0,284,8,30,2013-01-02 08:00:00,ExpressJet Airlines Inc.
1027,1027,2013,1,2,828.0,835,-7.0,952.0,1007,-15.0,9E,3383,N901XJ,JFK,DCA,42.0,213,8,35,2013-01-02 08:00:00,Endeavor Air Inc.
1028,1028,2013,1,2,828.0,830,-2.0,1021.0,1012,9.0,B6,905,N281JB,JFK,ORD,138.0,740,8,30,2013-01-02 08:00:00,JetBlue Airways
1029,1029,2013,1,2,829.0,831,-2.0,938.0,954,-16.0,EV,4138,N13988,EWR,ROC,47.0,246,8,31,2013-01-02 08:00:00,ExpressJet Airlines Inc.
1030,1030,2013,1,2,829.0,835,-6.0,1151.0,1150,1.0,AA,717,N3JPAA,LGA,DFW,229.0,1389,8,35,2013-01-02 08:00:00,American Airlines Inc.
1031,1031,2013,1,2,829.0,830,-1.0,1154.0,1200,-6.0,UA,572,N525UA,JFK,LAX,340.0,2475,8,30,2013-01-02 08:00:00,United Air Lines Inc.
1032,1032,2013,1,2,833.0,558,155.0,1018.0,727,171.0,UA,651,N448UA,EWR,ORD,129.0,719,5,58,2013-01-02 05:00:00,United Air Lines Inc.
1033,1033,2013,1,2,834.0,823,11.0,1039.0,1018,21.0,EV,4691,N26549,EWR,DAY,106.0,533,8,23,2013-01-02 08:00:00,ExpressJet Airlines Inc.
1034,1034,2013,1,2,834.0,800,34.0,1226.0,1145,41.0,WN,2392,N923WN,EWR,PHX,331.0,2133,8,0,2013-01-02 08:00:00,Southwest Airlines Co.
1035,1035,2013,1,2,836.0,751,45.0,1059.0,1001,58.0,EV,4420,N18120,EWR,MSP,180.0,1008,7,51,2013-01-02 07:00:00,ExpressJet Airlines Inc.
1036,1036,2013,1,2,836.0,840,-4.0,1114.0,1036,38.0,9E,4220,N841AY,JFK,RDU,87.0,427,8,40,2013-01-02 08:00:00,Endeavor Air Inc.
1037,1037,2013,1,2,837.0,845,-8.0,1403.0,1350,13.0,AA,1357,N5FMAA,JFK,SJU,200.0,1598,8,45,2013-01-02 08:00:00,American Airlines Inc.
1038,1038,2013,1,2,837.0,840,-3.0,1027.0,1030,-3.0,MQ,4521,N722MQ,LGA,RDU,83.0,431,8,40,2013-01-02 08:00:00,Envoy Air
1039,1039,2013,1,2,839.0,800,39.0,1205.0,1144,21.0,UA,397,N554UA,JFK,SFO,349.0,2586,8,0,2013-01-02 08:00:00,United Air Lines Inc.
1040,1040,2013,1,2,841.0,844,-3.0,955.0,954,1.0,EV,4610,N14972,EWR,SYR,40.0,195,8,44,2013-01-02 08:00:00,ExpressJet Airlines Inc.
1041,1041,2013,1,2,841.0,845,-4.0,1134.0,1024,70.0,9E,3754,N829AY,JFK,BUF,59.0,301,8,45,2013-01-02 08:00:00,Endeavor Air Inc.
1042,1042,2013,1,2,841.0,850,-9.0,1017.0,1035,-18.0,MQ,4558,N730MQ,LGA,CLE,71.0,419,8,50,2013-01-02 08:00:00,Envoy Air
1043,1043,2013,1,2,843.0,845,-2.0,1103.0,1058,5.0,9E,3323,N918XJ,JFK,DTW,93.0,509,8,45,2013-01-02 08:00:00,Endeavor Air Inc.
1044,1044,2013,1,2,844.0,845,-1.0,1157.0,1145,12.0,B6,59,N228JB,JFK,TPA,160.0,1005,8,45,2013-01-02 08:00:00,JetBlue Airways
1045,1045,2013,1,2,844.0,843,1.0,1114.0,1125,-11.0,UA,1643,N29129,EWR,DEN,242.0,1605,8,43,2013-01-02 08:00:00,United Air Lines Inc.
1046,1046,2013,1,2,845.0,842,3.0,1102.0,1059,3.0,EV,4255,N34110,EWR,CHS,108.0,628,8,42,2013-01-02 08:00:00,ExpressJet Airlines Inc.
1047,1047,2013,1,2,845.0,810,35.0,1052.0,1037,15.0,9E,3538,N930XJ,JFK,MSP,153.0,1029,8,10,2013-01-02 08:00:00,Endeavor Air Inc.
1048,1048,2013,1,2,845.0,845,0.0,1154.0,1205,-11.0,B6,553,N564JB,EWR,RSW,171.0,1068,8,45,2013-01-02 08:00:00,JetBlue Airways
1049,1049,2013,1,2,846.0,844,2.0,1157.0,1210,-13.0,UA,1506,N35204,EWR,SAN,346.0,2425,8,44,2013-01-02 08:00:00,United Air Lines Inc.
1050,1050,2013,1,2,850.0,804,46.0,1112.0,1007,65.0,EV,4537,N11547,EWR,MEM,178.0,946,8,4,2013-01-02 08:00:00,ExpressJet Airlines Inc.
1051,1051,2013,1,2,854.0,851,3.0,1146.0,1222,-36.0,UA,1670,N37434,EWR,SEA,312.0,2402,8,51,2013-01-02 08:00:00,United Air Lines Inc.
1052,1052,2013,1,2,855.0,900,-5.0,1225.0,1220,5.0,AA,1,N336AA,JFK,LAX,336.0,2475,9,0,2013-01-02 09:00:00,American Airlines Inc.
1053,1053,2013,1,2,855.0,835,20.0,1022.0,1000,22.0,WN,4974,N213WN,EWR,MDW,126.0,711,8,35,2013-01-02 08:00:00,Southwest Airlines Co.
1054,1054,2013,1,2,856.0,859,-3.0,1050.0,1105,-15.0,DL,869,N338NB,EWR,DTW,88.0,488,8,59,2013-01-02 08:00:00,Delta Air Lines Inc.
1055,1055,2013,1,2,857.0,900,-3.0,1130.0,1227,-57.0,DL,120,N710TW,JFK,LAX,310.0,2475,9,0,2013-01-02 09:00:00,Delta Air Lines Inc.
1056,1056,2013,1,2,857.0,900,-3.0,1041.0,1110,-29.0,MQ,4478,N856MQ,LGA,DTW,80.0,502,9,0,2013-01-02 09:00:00,Envoy Air
1057,1057,2013,1,2,858.0,900,-2.0,1230.0,1220,10.0,AA,647,N5ENAA,JFK,MIA,163.0,1089,9,0,2013-01-02 09:00:00,American Airlines Inc.
1058,1058,2013,1,2,858.0,900,-2.0,1128.0,1133,-5.0,DL,485,N348NB,EWR,ATL,125.0,746,9,0,2013-01-02 09:00:00,Delta Air Lines Inc.
1059,1059,2013,1,2,858.0,859,-1.0,1135.0,1145,-10.0,DL,1747,N665DN,LGA,ATL,128.0,762,8,59,2013-01-02 08:00:00,Delta Air Lines Inc.
1060,1060,2013,1,2,858.0,900,-2.0,1204.0,1229,-25.0,DL,2143,N349NW,LGA,MIA,162.0,1096,9,0,2013-01-02 09:00:00,Delta Air Lines Inc.
1061,1061,2013,1,2,858.0,823,35.0,1246.0,1158,48.0,UA,974,N563UA,EWR,SFO,350.0,2565,8,23,2013-01-02 08:00:00,United Air Lines Inc.
1062,1062,2013,1,2,859.0,845,14.0,1035.0,1008,27.0,EV,4409,N36915,EWR,RIC,59.0,277,8,45,2013-01-02 08:00:00,ExpressJet Airlines Inc.
1063,1063,2013,1,2,859.0,857,2.0,1205.0,1217,-12.0,UA,222,N577UA,EWR,LAX,330.0,2454,8,57,2013-01-02 08:00:00,United Air Lines Inc.
1064,1064,2013,1,2,859.0,900,-1.0,1054.0,1043,11.0,UA,448,N469UA,EWR,CLE,79.0,404,9,0,2013-01-02 09:00:00,United Air Lines Inc.
1065,1065,2013,1,2,859.0,900,-1.0,1204.0,1220,-16.0,UA,667,N843UA,LGA,IAH,230.0,1416,9,0,2013-01-02 09:00:00,United Air Lines Inc.
1066,1066,2013,1,2,900.0,900,0.0,1203.0,1207,-4.0,DL,1885,N988DL,LGA,MCO,148.0,950,9,0,2013-01-02 09:00:00,Delta Air Lines Inc.
1067,1067,2013,1,2,900.0,859,1.0,1146.0,1144,2.0,UA,1741,N23708,EWR,JAC,258.0,1874,8,59,2013-01-02 08:00:00,United Air Lines Inc.
1068,1068,2013,1,2,901.0,903,-2.0,1016.0,1045,-29.0,UA,235,N451UA,EWR,ORD,107.0,719,9,3,2013-01-02 09:00:00,United Air Lines Inc.
1069,1069,2013,1,2,903.0,900,3.0,1218.0,1225,-7.0,VX,407,N624VA,JFK,LAX,338.0,2475,9,0,2013-01-02 09:00:00,Virgin America
1070,1070,2013,1,2,904.0,910,-6.0,1026.0,1027,-1.0,B6,56,N178JB,JFK,BTV,51.0,266,9,10,2013-01-02 09:00:00,JetBlue Airways
1071,1071,2013,1,2,905.0,822,43.0,1313.0,1045,,EV,4140,N15912,EWR,XNA,,1131,8,22,2013-01-02 08:00:00,ExpressJet Airlines Inc.
1072,1072,2013,1,2,907.0,904,3.0,1231.0,1210,21.0,B6,17,N505JB,JFK,FLL,160.0,1069,9,4,2013-01-02 09:00:00,JetBlue Airways
1073,1073,2013,1,2,909.0,900,9.0,1525.0,1530,-5.0,HA,51,N380HA,JFK,HNL,638.0,4983,9,0,2013-01-02 09:00:00,Hawaiian Airlines Inc.
1074,1074,2013,1,2,910.0,858,12.0,1114.0,1105,9.0,US,1429,N747UW,LGA,CLT,100.0,544,8,58,2013-01-02 08:00:00,US Airways Inc.
1075,1075,2013,1,2,912.0,905,7.0,1114.0,1120,-6.0,DL,181,N359NB,LGA,DTW,92.0,502,9,5,2013-01-02 09:00:00,Delta Air Lines Inc.
1076,1076,2013,1,2,913.0,905,8.0,1041.0,1025,16.0,B6,1305,N306JB,JFK,IAD,50.0,228,9,5,2013-01-02 09:00:00,JetBlue Airways
1077,1077,2013,1,2,913.0,908,5.0,1252.0,1215,37.0,UA,493,N561UA,EWR,IAH,227.0,1400,9,8,2013-01-02 09:00:00,United Air Lines Inc.
1078,1078,2013,1,2,914.0,920,-6.0,1133.0,1125,8.0,MQ,4582,N517MQ,LGA,CLT,94.0,544,9,20,2013-01-02 09:00:00,Envoy Air
1079,1079,2013,1,2,915.0,846,29.0,1353.0,1344,9.0,UA,1519,N16701,EWR,STT,195.0,1634,8,46,2013-01-02 08:00:00,United Air Lines Inc.
1080,1080,2013,1,2,916.0,919,-3.0,1029.0,1030,-1.0,B6,1004,N558JB,JFK,BOS,39.0,187,9,19,2013-01-02 09:00:00,JetBlue Airways
1081,1081,2013,1,2,919.0,830,49.0,1135.0,1038,57.0,EV,4690,N23139,EWR,GRR,109.0,605,8,30,2013-01-02 08:00:00,ExpressJet Airlines Inc.
1082,1082,2013,1,2,919.0,920,-1.0,1240.0,1245,-5.0,AA,721,N573AA,LGA,DFW,237.0,1389,9,20,2013-01-02 09:00:00,American Airlines Inc.
1083,1083,2013,1,2,919.0,920,-1.0,1248.0,1240,8.0,AA,1589,N546AA,EWR,DFW,243.0,1372,9,20,2013-01-02 09:00:00,American Airlines Inc.
1084,1084,2013,1,2,923.0,624,179.0,1051.0,758,173.0,EV,4104,N13975,EWR,PIT,61.0,319,6,24,2013-01-02 06:00:00,ExpressJet Airlines Inc.
1085,1085,2013,1,2,923.0,929,-6.0,1431.0,1421,10.0,B6,215,N589JB,EWR,SJU,209.0,1608,9,29,2013-01-02 09:00:00,JetBlue Airways
1086,1086,2013,1,2,925.0,920,5.0,1124.0,1108,16.0,B6,1103,N239JB,JFK,RDU,88.0,427,9,20,2013-01-02 09:00:00,JetBlue Airways
1087,1087,2013,1,2,925.0,930,-5.0,1233.0,1238,-5.0,B6,375,N593JB,LGA,FLL,162.0,1076,9,30,2013-01-02 09:00:00,JetBlue Airways
1088,1088,2013,1,2,926.0,930,-4.0,1209.0,1225,-16.0,VX,251,N838VA,JFK,LAS,308.0,2248,9,30,2013-01-02 09:00:00,Virgin America
1089,1089,2013,1,2,928.0,813,75.0,1212.0,1048,84.0,EV,4388,N18557,EWR,JAX,137.0,820,8,13,2013-01-02 08:00:00,ExpressJet Airlines Inc.
1090,1090,2013,1,2,928.0,905,23.0,1331.0,1229,62.0,B6,1061,N184JB,JFK,AUS,251.0,1521,9,5,2013-01-02 09:00:00,JetBlue Airways
1091,1091,2013,1,2,928.0,900,28.0,1233.0,1204,29.0,UA,1148,N14219,EWR,TPA,159.0,997,9,0,2013-01-02 09:00:00,United Air Lines Inc.
1092,1092,2013,1,2,928.0,825,63.0,1203.0,1024,99.0,US,487,N651AW,JFK,CLT,103.0,541,8,25,2013-01-02 08:00:00,US Airways Inc.
1093,1093,2013,1,2,929.0,935,-6.0,1255.0,1259,-4.0,DL,1903,N936DL,LGA,SRQ,164.0,1047,9,35,2013-01-02 09:00:00,Delta Air Lines Inc.
1094,1094,2013,1,2,929.0,928,1.0,1223.0,1220,3.0,UA,1597,N24702,EWR,EGE,261.0,1726,9,28,2013-01-02 09:00:00,United Air Lines Inc.
1095,1095,2013,1,2,929.0,929,0.0,1252.0,1237,15.0,UA,1018,N14102,EWR,PBI,154.0,1023,9,29,2013-01-02 09:00:00,United Air Lines Inc.
1096,1096,2013,1,2,932.0,925,7.0,1157.0,1155,2.0,WN,1484,N495WN,EWR,DEN,243.0,1605,9,25,2013-01-02 09:00:00,Southwest Airlines Co.
1097,1097,2013,1,2,933.0,924,9.0,1235.0,1233,2.0,DL,1109,N372NW,LGA,TPA,156.0,1010,9,24,2013-01-02 09:00:00,Delta Air Lines Inc.
1098,1098,2013,1,2,933.0,929,4.0,1305.0,1231,34.0,UA,279,N421UA,EWR,FLL,161.0,1065,9,29,2013-01-02 09:00:00,United Air Lines Inc.
1099,1099,2013,1,2,934.0,937,-3.0,1104.0,1102,2.0,B6,4,N712JB,JFK,BUF,61.0,301,9,37,2013-01-02 09:00:00,JetBlue Airways
1100,1100,2013,1,2,938.0,940,-2.0,1110.0,1120,-10.0,WN,1807,N905WN,LGA,MKE,123.0,738,9,40,2013-01-02 09:00:00,Southwest Airlines Co.
1101,1101,2013,1,2,940.0,844,56.0,1055.0,1003,52.0,EV,4600,N14993,EWR,PWM,49.0,284,8,44,2013-01-02 08:00:00,ExpressJet Airlines Inc.
1102,1102,2013,1,2,940.0,922,18.0,1242.0,1219,23.0,B6,57,N516JB,JFK,PBI,156.0,1028,9,22,2013-01-02 09:00:00,JetBlue Airways
1103,1103,2013,1,2,941.0,940,1.0,1257.0,1235,22.0,B6,361,N510JB,LGA,PBI,155.0,1035,9,40,2013-01-02 09:00:00,JetBlue Airways
1104,1104,2013,1,2,944.0,800,104.0,1051.0,914,97.0,EV,4159,N13538,EWR,MHT,41.0,209,8,0,2013-01-02 08:00:00,ExpressJet Airlines Inc.
1105,1105,2013,1,2,944.0,929,15.0,1054.0,1042,12.0,EV,4636,N13969,EWR,DCA,45.0,199,9,29,2013-01-02 09:00:00,ExpressJet Airlines Inc.
1106,1106,2013,1,2,945.0,945,0.0,1113.0,1130,-17.0,AA,319,N545AA,LGA,ORD,119.0,733,9,45,2013-01-02 09:00:00,American Airlines Inc.
1107,1107,2013,1,2,950.0,955,-5.0,1219.0,1220,-1.0,MQ,4654,N1EAMQ,LGA,ATL,121.0,762,9,55,2013-01-02 09:00:00,Envoy Air
1108,1108,2013,1,2,951.0,900,51.0,1157.0,1045,72.0,EV,4548,N14916,EWR,RDU,82.0,416,9,0,2013-01-02 09:00:00,ExpressJet Airlines Inc.
1109,1109,2013,1,2,952.0,953,-1.0,1104.0,1110,-6.0,B6,600,N353JB,JFK,PWM,47.0,273,9,53,2013-01-02 09:00:00,JetBlue Airways
1110,1110,2013,1,2,953.0,955,-2.0,1117.0,1122,-5.0,9E,4108,N812AY,JFK,ROC,59.0,264,9,55,2013-01-02 09:00:00,Endeavor Air Inc.
1111,1111,2013,1,2,954.0,1001,-7.0,1108.0,1128,-20.0,EV,5736,N825AS,LGA,IAD,49.0,229,10,1,2013-01-02 10:00:00,ExpressJet Airlines Inc.
1112,1112,2013,1,2,954.0,945,9.0,1115.0,1115,0.0,WN,1222,N403WN,LGA,MDW,121.0,725,9,45,2013-01-02 09:00:00,Southwest Airlines Co.
1113,1113,2013,1,2,955.0,1000,-5.0,1336.0,1341,-5.0,DL,1765,N707TW,JFK,SFO,362.0,2586,10,0,2013-01-02 10:00:00,Delta Air Lines Inc.
1114,1114,2013,1,2,958.0,1000,-2.0,1211.0,1148,23.0,EV,4681,N12922,EWR,STL,174.0,872,10,0,2013-01-02 10:00:00,ExpressJet Airlines Inc.
1115,1115,2013,1,2,958.0,1000,-2.0,1240.0,1312,-32.0,UA,1623,N27733,EWR,MCO,147.0,937,10,0,2013-01-02 10:00:00,United Air Lines Inc.
1116,1116,2013,1,2,959.0,1002,-3.0,1312.0,1319,-7.0,DL,2379,N905DE,LGA,FLL,159.0,1076,10,2,2013-01-02 10:00:00,Delta Air Lines Inc.
1117,1117,2013,1,2,1000.0,1000,0.0,1319.0,1310,9.0,B6,503,N603JB,EWR,FLL,175.0,1065,10,0,2013-01-02 10:00:00,JetBlue Airways
1118,1118,2013,1,2,1000.0,1000,0.0,1307.0,1325,-18.0,US,75,N667AW,EWR,PHX,292.0,2133,10,0,2013-01-02 10:00:00,US Airways Inc.
1119,1119,2013,1,2,1001.0,944,17.0,1259.0,1213,46.0,EV,4495,N15555,EWR,SAV,131.0,708,9,44,2013-01-02 09:00:00,ExpressJet Airlines Inc.
1120,1120,2013,1,2,1003.0,820,103.0,1105.0,940,85.0,9E,3694,N8968E,JFK,BWI,39.0,184,8,20,2013-01-02 08:00:00,Endeavor Air Inc.
1121,1121,2013,1,2,1004.0,945,19.0,1251.0,1258,-7.0,B6,679,N706JB,JFK,LAX,326.0,2475,9,45,2013-01-02 09:00:00,JetBlue Airways
1122,1122,2013,1,2,1004.0,1003,1.0,1235.0,1237,-2.0,UA,1625,N33289,EWR,DEN,243.0,1605,10,3,2013-01-02 10:00:00,United Air Lines Inc.
1123,1123,2013,1,2,1009.0,1000,9.0,1220.0,1206,14.0,US,1177,N765US,LGA,CLT,103.0,544,10,0,2013-01-02 10:00:00,US Airways Inc.
1124,1124,2013,1,2,1010.0,1015,-5.0,1228.0,1214,14.0,US,1441,N702UW,JFK,CLT,111.0,541,10,15,2013-01-02 10:00:00,US Airways Inc.
1125,1125,2013,1,2,1014.0,1010,4.0,1128.0,1140,-12.0,MQ,3795,N515MQ,EWR,ORD,112.0,719,10,10,2013-01-02 10:00:00,Envoy Air
1126,1126,2013,1,2,1014.0,1015,-1.0,1215.0,1210,5.0,US,1103,N560UW,EWR,CLT,104.0,529,10,15,2013-01-02 10:00:00,US Airways Inc.
1127,1127,2013,1,2,1015.0,1015,0.0,1250.0,1307,-17.0,DL,1529,N3758Y,JFK,LAS,310.0,2248,10,15,2013-01-02 10:00:00,Delta Air Lines Inc.
1128,1128,2013,1,2,1020.0,1023,-3.0,1242.0,1252,-10.0,FL,347,N997AT,LGA,ATL,122.0,762,10,23,2013-01-02 10:00:00,AirTran Airways Corporation
1129,1129,2013,1,2,1020.0,959,21.0,1343.0,1329,14.0,US,196,N547UW,JFK,PHX,303.0,2153,9,59,2013-01-02 09:00:00,US Airways Inc.
1130,1130,2013,1,2,1021.0,1000,21.0,1251.0,1241,10.0,DL,1847,N951DL,LGA,ATL,126.0,762,10,0,2013-01-02 10:00:00,Delta Air Lines Inc.
1131,1131,2013,1,2,1023.0,1020,3.0,1330.0,1330,0.0,AA,731,N3DFAA,LGA,DFW,225.0,1389,10,20,2013-01-02 10:00:00,American Airlines Inc.
1132,1132,2013,1,2,1024.0,1030,-6.0,1253.0,1241,12.0,EV,4195,N13123,EWR,CHS,117.0,628,10,30,2013-01-02 10:00:00,ExpressJet Airlines Inc.
1133,1133,2013,1,2,1024.0,1025,-1.0,1118.0,1129,-11.0,B6,1026,N621JB,JFK,BOS,35.0,187,10,25,2013-01-02 10:00:00,JetBlue Airways
1134,1134,2013,1,2,1025.0,1015,10.0,1223.0,1229,-6.0,DL,2319,N900DE,LGA,MSP,157.0,1020,10,15,2013-01-02 10:00:00,Delta Air Lines Inc.
1135,1135,2013,1,2,1025.0,1030,-5.0,1219.0,1215,4.0,MQ,4471,N739MQ,LGA,RDU,90.0,431,10,30,2013-01-02 10:00:00,Envoy Air
1136,1136,2013,1,2,1027.0,1026,1.0,1328.0,1339,-11.0,UA,1563,N14704,LGA,IAH,219.0,1416,10,26,2013-01-02 10:00:00,United Air Lines Inc.
1137,1137,2013,1,2,1028.0,1030,-2.0,1255.0,1252,3.0,DL,2343,N337NB,EWR,ATL,126.0,746,10,30,2013-01-02 10:00:00,Delta Air Lines Inc.
1138,1138,2013,1,2,1028.0,1030,-2.0,1345.0,1415,-30.0,VX,23,N855VA,JFK,SFO,357.0,2586,10,30,2013-01-02 10:00:00,Virgin America
1139,1139,2013,1,2,1031.0,1033,-2.0,1140.0,1154,-14.0,EV,4709,N14960,EWR,BUF,51.0,282,10,33,2013-01-02 10:00:00,ExpressJet Airlines Inc.
1140,1140,2013,1,2,1031.0,1015,16.0,1135.0,1135,0.0,UA,1702,N24715,EWR,BOS,40.0,200,10,15,2013-01-02 10:00:00,United Air Lines Inc.
1141,1141,2013,1,2,1033.0,929,64.0,1235.0,1132,63.0,EV,4175,N13914,EWR,AVL,100.0,583,9,29,2013-01-02 09:00:00,ExpressJet Airlines Inc.
1142,1142,2013,1,2,1036.0,1040,-4.0,1328.0,1326,2.0,B6,31,N655JB,JFK,MCO,146.0,944,10,40,2013-01-02 10:00:00,JetBlue Airways
1143,1143,2013,1,2,1037.0,1039,-2.0,1400.0,1343,17.0,UA,1294,N13718,EWR,FLL,181.0,1065,10,39,2013-01-02 10:00:00,United Air Lines Inc.
1144,1144,2013,1,2,1038.0,1035,3.0,1309.0,1250,19.0,EV,4246,N15572,EWR,IND,128.0,645,10,35,2013-01-02 10:00:00,ExpressJet Airlines Inc.
1145,1145,2013,1,2,1038.0,1030,8.0,1347.0,1340,7.0,AA,19,N328AA,JFK,LAX,344.0,2475,10,30,2013-01-02 10:00:00,American Airlines Inc.
1146,1146,2013,1,2,1042.0,1050,-8.0,1257.0,1250,7.0,MQ,4589,N527MQ,LGA,DTW,103.0,502,10,50,2013-01-02 10:00:00,Envoy Air
1147,1147,2013,1,2,1043.0,1043,0.0,1336.0,1332,4.0,B6,545,N608JB,EWR,PBI,148.0,1023,10,43,2013-01-02 10:00:00,JetBlue Airways
1148,1148,2013,1,2,1043.0,1045,-2.0,1259.0,1252,7.0,DL,1573,N318NB,LGA,MEM,168.0,963,10,45,2013-01-02 10:00:00,Delta Air Lines Inc.
1149,1149,2013,1,2,1043.0,1030,13.0,1156.0,1202,-6.0,UA,375,N811UA,EWR,ORD,111.0,719,10,30,2013-01-02 10:00:00,United Air Lines Inc.
1150,1150,2013,1,2,1044.0,1050,-6.0,1344.0,1358,-14.0,B6,373,N547JB,LGA,FLL,158.0,1076,10,50,2013-01-02 10:00:00,JetBlue Airways
1151,1151,2013,1,2,1045.0,959,46.0,1242.0,1129,73.0,MQ,4670,N542MQ,LGA,BNA,134.0,764,9,59,2013-01-02 09:00:00,Envoy Air
1152,1152,2013,1,2,1046.0,1050,-4.0,1347.0,1410,-23.0,DL,1275,N675DL,JFK,SLC,275.0,1990,10,50,2013-01-02 10:00:00,Delta Air Lines Inc.
1153,1153,2013,1,2,1048.0,1047,1.0,1321.0,1405,-44.0,UA,460,N526UA,EWR,SFO,310.0,2565,10,47,2013-01-02 10:00:00,United Air Lines Inc.
1154,1154,2013,1,2,1050.0,1036,14.0,1413.0,1345,28.0,UA,1060,N73275,EWR,RSW,172.0,1068,10,36,2013-01-02 10:00:00,United Air Lines Inc.
1155,1155,2013,1,2,1051.0,1055,-4.0,1356.0,1405,-9.0,AA,739,N3JMAA,LGA,DFW,228.0,1389,10,55,2013-01-02 10:00:00,American Airlines Inc.
1156,1156,2013,1,2,1052.0,1055,-3.0,1347.0,1357,-10.0,DL,1785,N369NW,LGA,MCO,143.0,950,10,55,2013-01-02 10:00:00,Delta Air Lines Inc.
1157,1157,2013,1,2,1053.0,1100,-7.0,1147.0,1212,-25.0,US,2124,N945UW,LGA,BOS,34.0,184,11,0,2013-01-02 11:00:00,US Airways Inc.
1158,1158,2013,1,2,1055.0,915,100.0,1349.0,1211,98.0,B6,41,N591JB,JFK,MCO,144.0,944,9,15,2013-01-02 09:00:00,JetBlue Airways
1159,1159,2013,1,2,1056.0,1059,-3.0,1341.0,1339,2.0,DL,1647,N940DL,LGA,ATL,125.0,762,10,59,2013-01-02 10:00:00,Delta Air Lines Inc.
1160,1160,2013,1,2,1056.0,1100,-4.0,1207.0,1215,-8.0,MQ,3792,N546MQ,JFK,DCA,54.0,213,11,0,2013-01-02 11:00:00,Envoy Air
